1;LPL;1;org.apache.xerces.dom.events.MouseEventImpl - Linha: 86;X;
3;LM;12;org.apache.xerces.dom.NamedNodeMapImpl - Linha: 217;;x
3;LM;13;org.apache.xerces.dom.AttributeMap - Linha: 296;;x
3;LM;14;org.apache.xerces.impl.XMLEntityManager - Linha: 729;x;
3;LM;15;org.apache.xerces.impl.XML11DocumentScannerImpl - Linha: 400;;x
3;LM;16;org.apache.xerces.dom.NodeIteratorImpl - Linha: 261;;x
3;LM;17;org.apache.xerces.impl.XMLVersionDetector - Linha: 143;x;
3;LM;18;org.apache.xerces.impl.xs.traversers.XSDHandler - Linha: 3386;x;
3;LM;19;org.apache.xerces.parsers.XML11DTDConfiguration - Linha: 991;x;
3;LM;20;org.apache.html.dom.HTMLDocumentImpl - Linha: 305;;x
4;LPL;1;org.apache.xerces.jaxp.datatype.DatatypeFactoryImpl - Linha: 371;x;
4;LPL;2;org.apache.xerces.dom.events.MouseEventImpl - Linha: 86;x;
4;LPL;3;org.apache.xerces.dom.events.MutationEventImpl - Linha: 102;x;
4;LPL;4;org.apache.xerces.impl.dtd.XMLEntityDecl - Linha: 89;x;
4;LPL;5;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl - Linha: 321;x;
4;LPL;6;org.apache.xerces.impl.xs.opti.DefaultXMLDocumentHandler - Linha: 537;x;
4;LPL;7;org.apache.xerces.impl.xs.SchemaGrammar - Linha: 1185;x;
4;LPL;8;org.apache.xerces.impl.xs.XSComplexTypeDecl - Linha: 106;x;
4;LPL;9;org.apache.xerces.impl.xs.XSConstraints - Linha: 1215;x;
4;LPL;10;org.apache.xerces.impl.xs.XSConstraints - Linha: 1295;x;
4;LPL;11;org.apache.xerces.impl.xs.XSConstraints - Linha: 1347;x;
4;LPL;12;org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl - Linha: 531;x;
4;LPL;13;org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl - Linha: 604;x;
4;LPL;14;org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl - Linha: 756;x;
4;LPL;15;org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl - Linha: 834;x;
4;LPL;16;org.apache.xerces.parsers.AbstractSAXParser - Linha: 912;x;
4;LPL;17;org.apache.xerces.parsers.AbstractXMLDocumentParser - Linha: 505;x;
4;LPL;18;org.apache.xerces.parsers.DOMParserImpl - Linha: 1288;x;
4;LPL;19;org.apache.xerces.parsers.DTDParser - Linha: 218;x;
4;LPL;20;org.apache.xerces.xinclude.XIncludeHandler - Linha: 1169;x;
4;FE;1;org.apache.xml.serialize.BaseMarkupSerializer - Linha: 1257;x;
4;FE;2;org.apache.xerces.impl.dv.xs.MonthDayDV - Linha: 85;x;
4;FE;3;org.apache.xml.serialize.HTMLSerializer - Linha: 373;;x
4;FE;4;org.apache.xerces.impl.XML11EntityScanner - Linha: 64;;x
4;FE;5;org.apache.xml.serialize.XMLSerializer - Linha: 61;;x
4;FE;6;org.apache.xml.serialize.HTMLSerializer - Linha: 107;;x
4;FE;7;org.apache.xerces.impl.XML11EntityScanner - Linha: 64;;x
4;FE;8;org.apache.xerces.impl.dv.xs.TimeDV - Linha: 1064;x;
4;FE;9;org.apache.xerces.impl.xs.XSConstraints - Linha: 251;;x
4;FE;10;org.apache.xerces.impl.XML11EntityScanner - Linha: 140;;x
4;FE;11;org.apache.xerces.impl.dv.xs.MonthDV - Linha: 1266;;x
4;FE;12;org.apache.xerces.impl.dv.xs.DurationDV - Linha: 980;;x
4;FE;13;org.apache.xml.serialize.DOMSerializerImpl - Linha: 332;;x
4;FE;14;org.apache.xerces.impl.dv.xs.DateDV - Linha: 425;;x
4;FE;15;org.apache.xerces.impl.dv.xs.TimeDV - Linha: 999;;x
4;FE;16;org.apache.xml.serialize.XMLSerializer - Linha: 623;;x
4;FE;17;org.apache.xerces.impl.xs.models.CMBuilder - Linha: 696;;x
4;FE;18;org.apache.xerces.impl.XMLEntityScanner - Linha: 193;;x
4;FE;19;org.apache.xerces.impl.xs.models.CMBuilder - Linha: 636;;x
4;FE;20;org.apache.xerces.impl.XML11EntityScanner - Linha: 549;;x
4;GC;1;org.apache.xerces.impl.xs.SchemaDOM;;x
4;GC;2;org.apache.xml.serialize.XML11Serializer;;x
4;GC;3;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl;x;
4;GC;4;org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser;;x
4;GC;5;org.apache.xerces.impl.xs.XMLSchemaValidator;x;
4;GC;6;org.apache.xml.serialize.HTMLSerializer;;x
4;GC;7;org.apache.xerces.impl.XML11EntityScanner;x;
4;GC;8;org.apache.xerces.impl.xs.SchemaGrammar;x;
4;GC;9;org.apache.xerces.impl.xs.XSConstraints;x;
4;GC;10;org.apache.xerces.impl.xs.traversers.XSDHandler;x;
4;GC;11;org.apache.xerces.impl.xs.traversers.XSDElementTraverser;;x
4;GC;12;org.apache.xerces.xinclude.XIncludeHandler;x;
4;GC;13;org.apache.xerces.dom.DocumentImpl;x;
4;GC;14;org.apache.xerces.xinclude.XIncludeTextReader;;x
4;GC;15;org.apache.xerces.impl.xs.XSModelImpl;;x
4;GC;16;org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser;;x
4;GC;17;org.apache.xerces.impl.XMLDTDScannerImpl;x;
4;GC;18;org.apache.xerces.impl.dtd.DTDGrammar;x;
4;GC;19;org.apache.xerces.impl.xs.XSAttributeGroupDecl;;x
4;GC;20;org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser;x;
4;LM;1;org.apache.xerces.impl.XMLDocumentScannerImpl - Linha: 744;x;
4;LM;2;org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser - Linha: 57;;x
4;LM;3;org.apache.xml.serialize.XML11Serializer - Linha: 481:;;x
4;LM;4;org.apache.xerces.xinclude.XIncludeTextReader - Linha: 379;;x
4;LM;5;org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser - Linha: 193;;x
4;LM;6;org.apache.xerces.impl.dv.util.Base64 - Linha: 107;;x
4;LM;7;org.apache.xerces.parsers.XML11NonValidatingConfiguration - Linha: 621;;x
4;LM;8;org.apache.xerces.impl.xs.SchemaNamespaceSupport - Linha: 185;;x
4;LM;9;org.apache.xerces.dom.ObjectFactory - Linha: 362;;x
4;LM;10;org.apache.xerces.util.URI - Linha: 1213;;x
4;LM;11;org.apache.xerces.parsers.AbstractDOMParser - Linha: 1689;;x
4;LM;12;org.apache.xerces.jaxp.SAXParserFactoryImpl - Linha: 109;;x
4;LM;13;org.apache.xerces.jaxp.datatype.DurationImpl - Linha: 351;;x
4;LM;14;org.apache.xerces.dom.RangeImpl - Linha: 309;;x
4;LM;15;org.apache.xerces.dom.DOMConfigurationImpl - Linha: 1052;;x
4;LM;16;org.apache.xerces.jaxp.datatype.DurationImpl - Linha: 882;;x
4;LM;17;org.apache.xerces.impl.xpath.regex.Token - Linha: 255;;x
4;LM;18;org.apache.xerces.impl.xs.FilePathToURI - Linha: 62;x;
4;LM;19;org.apache.xerces.dom.CoreDocumentImpl - Linha: 1087;;x
4;LM;20;org.apache.xerces.impl.xs.traversers.XSDHandler - Linha: 2725;;x
5;LPL;1;org.apache.xerces.impl.xs.XSConstraints - Linha: 1215;;x
5;LPL;2;org.apache.xerces.dom.events.MouseEventImpl - Linha: 86:17;x;
5;LPL;3;org.apache.xerces.dom.events.MutationEventImpl - Linha: 102;;x
5;LPL;4;org.apache.xerces.impl.dv.xs.AbstractDateTimeDV - Linha: 938;;x
5;LPL;5;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl - Linha: 321;x;
5;LPL;6;org.apache.xerces.impl.XMLEntityManager - Linha: 2687;x;
5;LPL;7;org.apache.xerces.impl.xs.XSAttributeDecl - Linha: 72;;x
5;LPL;8;org.apache.xerces.impl.xs.XSComplexTypeDecl - Linha: 106;x;
5;LPL;9;org.apache.xerces.impl.xs.XSConstraints - Linha: 1248;;x
5;LPL;10;org.apache.xerces.impl.xs.XSConstraints - Linha: 1347;;x
5;LPL;11;org.apache.xerces.impl.xs.XSConstraints - Linha: 1389;;x
5;LPL;12;org.apache.xerces.jaxp.datatype.DatatypeFactoryImpl - Linha: 326;;x
5;LPL;13;org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl - Linha: 531;;x
5;LPL;14;org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl - Linha: 604;;x
5;LPL;15;org.apache.xerces.jaxp.UnparsedEntityHandler - Linha: 133;x;
5;LPL;16;org.apache.xerces.parsers.AbstractSAXParser - Linha: 912;x;
5;LPL;17;org.apache.xerces.parsers.AbstractXMLDocumentParser - Linha: 505;x;
5;LPL;18;org.apache.xerces.parsers.DTDParser - Linha: 218;x;
5;LPL;19;org.apache.xerces.xinclude.XIncludeHandler - Linha: 1169;x;
5;LPL;20;org.apache.xerces.xni.XMLDTDHandler - Linha: 236;x;
5;FE;1;org.apache.xerces.impl.XMLEntityScanner###- skipChar(int c) : boolean;x;
5;FE;2;org.apache.xerces.impl.XML11EntityScanner###- scanContent(XMLString content) : int;x;
5;FE;3;org.apache.xerces.impl.XML11EntityScanner###- skipString(String s) : boolean;x;
5;FE;4;org.apache.xml.serialize.XMLSerializer###- startElement(String namespaceURI, String localName, String rawName, Attributes attrs) : void;x;
5;FE;5;org.apache.xerces.impl.xs.Schema4Annotations###- createAnyLaxWildcardParticle() : XSParticleDecl;;x
5;FE;6;org.apache.xerces.impl.XML11EntityScanner###- skipChar(int c) : boolean;x;
5;FE;7;org.apache.xerces.parsers.DOMParser###- parse(InputSource inputSource) : void;x;
5;FE;8;org.apache.xerces.impl.dv.xs.DurationDV###- getDuration(DateTimeData date) : Duration;x;
5;FE;9;org.apache.xerces.jaxp.JAXPValidatorComponent$2###- resolveResource(String type, String ns, String publicId, String systemId, String baseUri) : LSInput;;x
5;FE;10;org.apache.xerces.impl.XMLVersionDetector###- fixupCurrentEntity(XMLEntityManager manager, char scannedChars, int length) : void;x;
5;FE;11;org.apache.xerces.impl.XMLEntityScanner###- skipSpaces() : boolean;x;
5;FE;12;org.apache.xerces.impl.XML11EntityScanner###- scanName() : String;x;
5;FE;13;org.apache.xerces.impl.XML11EntityScanner###- scanLiteral(int quote, XMLString content) : int;x;
5;FE;14;org.apache.xerces.impl.XMLEntityScanner###- scanContent(XMLString content) : int;x;
5;FE;15;org.apache.xerces.impl.XMLEntityScanner###- scanData(String delimiter, XMLStringBuffer buffer) : boolean;;x
5;FE;16;org.apache.xerces.impl.XML11EntityScanner###- scanNCName() : String;x;
5;FE;17;org.apache.xerces.impl.dv.xs.DurationDV###- dateToString(DateTimeData date) : String;x;
5;FE;18;org.apache.xerces.impl.xs.XSConstraints###- getNonUnaryGroup(XSParticleDecl p) : XSParticleDecl;x;
5;FE;19;org.apache.xerces.impl.xs.opti.SchemaDOM###- processElement(QName element, XMLAttributes attributes, ElementImpl node) : void;x;
5;FE;20;org.apache.xml.serialize.HTMLSerializer###- startElement(String tagName, AttributeList attrs) : void;;x
5;GC;1;org.apache.xerces.impl.xs.XSAttributeGroupDecl;;x
5;GC;2;org.apache.xerces.dom.DOMNormalizer;x;
5;GC;3;org.apache.xerces.impl.dtd.XMLDTDProcessor;x;
5;GC;4;org.apache.xerces.impl.dtd.XMLDTDValidator;x;
5;GC;5;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl;x;
5;GC;6;org.apache.xerces.impl.XML11EntityScanner;x;
5;GC;7;org.apache.xerces.impl.XMLDTDScannerImpl;x;
5;GC;8;org.apache.xerces.impl.xs.models.XSDFACM;;x
5;GC;9;org.apache.xerces.impl.xs.SubstitutionGroupHandler;;x
5;GC;10;org.apache.xerces.impl.xs.traversers.XSAttributeChecker;;x
5;GC;11;org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser;;x
5;GC;12;org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser;;x
5;GC;13;org.apache.xerces.impl.xs.traversers.XSDElementTraverser;;x
5;GC;14;org.apache.xerces.impl.xs.traversers.XSDHandler;x;
5;GC;15;org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser;;x
5;GC;16;org.apache.xerces.impl.xs.XMLSchemaValidator;x;
5;GC;17;org.apache.xerces.impl.xs.XSModelImpl;;x
5;GC;18;org.apache.xml.serialize.BaseMarkupSerializer;x;
5;GC;19;org.apache.xml.serialize.DOMSerializerImpl;;x
5;GC;20;org.apache.xml.serialize.XMLSerializer;x;
5;LM;1;org.apache.xerces.impl.XML11EntityScanner - Linha: 917;x;
5;LM;2;org.apache.xerces.dom.DOMConfigurationImpl - Linha: 284;;x
5;LM;3;org.apache.xerces.dom.ParentNode - Linha: 291;x;
5;LM;4;org.apache.xerces.impl.dtd.DTDGrammar - Linha: 1469;x;
5;LM;5;org.apache.xerces.impl.dtd.XML11NSDTDValidator - Linha: 66;;x
5;LM;6;org.apache.xerces.impl.dtd.XMLDTDProcessor - Linha: 852;x;
5;LM;7;org.apache.xerces.impl.dtd.XMLDTDValidator - Linha: 1389;x;
5;LM;8;org.apache.xerces.impl.dtd.XMLDTDValidator - Linha: 417;;x
5;LM;9;org.apache.xerces.impl.XMLNSDocumentScannerImpl - Linha: 494;x;
5;LM;10;org.apache.xerces.impl.xpath.regex.RegularExpression - Linha: 1563;x;
5;LM;11;org.apache.xerces.impl.xpath.XPath - Linha: 1027;;x
5;LM;12;org.apache.xerces.impl.xs.traversers.XSDHandler - Linha: 2172;;x
5;LM;13;org.apache.xerces.impl.xs.traversers.XSDHandler - Linha: 3471;;x
5;LM;14;org.apache.xerces.impl.xs.traversers.XSDHandler - Linha: 486;x;
5;LM;15;org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl - Linha: 2090;x;
5;LM;16;org.apache.xerces.parsers.AbstractDOMParser - Linha: 1511;x;
5;LM;17;org.apache.xerces.parsers.AbstractDOMParser - Linha: 925;x;
5;LM;18;org.apache.xerces.parsers.ObjectFactory - Linha: 122;x;
5;LM;19;org.apache.xerces.parsers.XML11Configuration - Linha: 463;x;
5;LM;20;org.apache.xerces.xinclude.XIncludeHandler - Linha: 386;x;
6;LPL;1;org.apache.xerces.jaxp.UnparsedEntityHandler - Linha: 133;X;
6;LPL;2;org.apache.xerces.dom.events.MouseEventImpl - Linha: 86;X;
6;LPL;3;org.apache.xerces.dom.events.MutationEventImpl - Linha: 102;X;
6;LPL;4;org.apache.xerces.impl.dtd.XMLEntityDecl - Linha: 89;X;
6;LPL;5;org.apache.xerces.impl.dtd.XMLSimpleType - Linha: 113;X;
6;LPL;6;org.apache.xerces.impl.dv.xs.AbstractDateTimeDV - Linha: 938;X;
6;LPL;7;org.apache.xerces.impl.XMLEntityManager - Linha: 2687;X;
6;LPL;8;org.apache.xerces.impl.xs.opti.DefaultXMLDocumentHandler - Linha: 537;X;
6;LPL;9;org.apache.xerces.impl.xs.XSComplexTypeDecl - Linha: 106;X;
6;LPL;10;org.apache.xerces.impl.xs.XSConstraints - Linha: 1248;X;
6;LPL;11;org.apache.xerces.impl.xs.XSConstraints - Linha: 1295;X;
6;LPL;12;org.apache.xerces.impl.xs.XSConstraints - Linha: 1389;X;
6;LPL;13;org.apache.xerces.jaxp.datatype.DatatypeFactoryImpl - Linha: 371;X;
6;LPL;14;org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl - Linha: 531;X;
6;LPL;15;org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl - Linha: 756;X;
6;LPL;16;org.apache.xerces.parsers.AbstractSAXParser - Linha: 912;X;
6;LPL;17;org.apache.xerces.parsers.DOMParserImpl - Linha: 1288;X;
6;LPL;18;org.apache.xerces.parsers.DTDParser - Linha: 218;X;
6;LPL;19;org.apache.xerces.xinclude.XIncludeHandler - Linha: 1169;X;
6;LPL;20;org.apache.xerces.xni.XMLDTDHandler - Linha: 236;X;
6;FE;1;org.apache.xerces.dom.DocumentImpl - Linha: 1017;;X
6;FE;2;org.apache.xerces.dom.DOMNormalizer - Linha 680;X;
6;FE;3;org.apache.html.dom.HTMLCollectionImpl - Linha 278;X;
6;GC;1;org.apache.xerces.dom.DOMNormalizer;X;
6;GC;2;org.apache.xerces.dom.TreeWalkerImpl;X;
6;GC;3;org.apache.xerces.dom.DOMConfigurationImpl;;X
6;GC;4;org.apache.xerces.dom.ASModelImpl;;X
6;GC;5;org.apache.xerces.dom.NamedNodeMapImpl;X;
6;GC;6;org.apache.xerces.dom.RangeImpl;X;
6;GC;7;org.apache.html.dom.HTMLCollectionImpl;;X
6;GC;8;org.apache.xerces.dom.DocumentImpl;X;
6;GC;9;org.apache.xerces.dom.NodeImpl;;X
6;GC;10;org.apache.xerces.dom.TextImpl;X;
6;GC;11;org.apache.xerces.dom.ParentNode;;X
6;LM;1;org.apache.xml.serialize.ObjectFactory - Linha: 122;X;
6;LM;2;org.apache.xerces.dom.DOMConfigurationImpl - Linha: 644;X;
6;LM;3;org.apache.xerces.dom.DOMConfigurationImpl - Linha: 866;X;
6;LM;4;org.apache.xerces.dom.DOMNormalizer - Linha: 1070;X;
6;LM;5;org.apache.xerces.impl.dtd.XMLDTDValidator - Linha: 1550;X;
6;LM;6;org.apache.xerces.impl.XMLDTDScannerImpl - Linha: 1219;X;
6;LM;7;org.apache.xerces.impl.XMLScanner - Linha: 1252;X;
6;LM;8;org.apache.xerces.impl.xpath.regex.RangeToken - Linha: 322;X;
6;LM;9;org.apache.xerces.impl.xs.traversers.XSAttributeChecker - Linha: 974;X;
6;LM;10;org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser - Linha: 226;X;
6;LM;11;org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser - Linha: 353;X;
6;LM;12;org.apache.xerces.impl.xs.traversers.XSDHandler - Linha: 3777;X;
6;LM;13;org.apache.xerces.impl.xs.XMLSchemaValidator - Linha: 1342;X;
6;LM;14;org.apache.xerces.jaxp.validation.StAXValidatorHelper - Linha: 475;X;
6;LM;15;org.apache.xerces.jaxp.validation.ValidatorHandlerImpl - Linha: 683;X;
6;LM;16;org.apache.xerces.jaxp.validation.XMLSchemaFactory - Linha: 174;X;
6;LM;17;org.apache.xerces.util.URI - Linha: 608;;X
6;LM;18;org.apache.xerces.xinclude.ObjectFactory - Linha: 122;X;
6;LM;19;org.apache.xml.serialize.HTMLSerializer - Linha: 193;X;
6;LM;20;org.apache.xml.serialize.XMLSerializer - Linha: 217;X;
